"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.514164250E0,-6.445432901E-1,8.857341409E-1,7.800228119E0
2.524148250E0,-1.084077597E0,2.442179203E0,8.861112595E0
2.534131250E0,-1.670750141E0,3.966198683E0,9.942970276E0
2.544115250E0,-2.350968122E0,5.393780708E0,1.099507427E1
2.554098250E0,-3.021577835E0,6.656647682E0,1.204517746E1
2.564082250E0,-3.683572292E0,7.593401432E0,1.301336098E1
2.574065792E0,-4.367807865E0,8.164000511E0,1.360979366E1
2.584048792E0,-5.050108910E0,8.324314117E0,1.366580868E1
2.594032792E0,-5.549353600E0,7.512699127E0,1.306894493E1
2.604016792E0,-5.571411133E0,5.402254581E0,1.150384998E1
2.613999792E0,-4.885064125E0,2.729579449E0,8.457273483E0
2.623983792E0,-3.317908525E0,1.291820288E0,4.201616287E0
2.633967792E0,-1.506519079E0,5.156666040E-1,1.571730673E-1
2.643950792E0,-2.913711965E-1,-1.262083411E0,-2.594665766E0
2.653934792E0,4.743902385E-1,-3.137407780E0,-4.008311749E0
2.663918792E0,1.274012089E0,-3.572605848E0,-4.342992783E0
2.673901792E0,2.105700970E0,-2.333607435E0,-4.068937778E0
2.683885792E0,2.807124615E0,-3.046000600E-1,-3.593344927E0
2.693868792E0,3.346015453E0,1.530590773E0,-3.250298023E0
2.703852792E0,3.755488396E0,2.529404879E0,-3.256450653E0
2.713836792E0,4.025874615E0,2.560356140E0,-3.686586380E0
2.723819792E0,4.165894985E0,1.881196856E0,-4.381687641E0
2.733803792E0,4.217962265E0,8.744568229E-1,-5.202734947E0
2.743787792E0,4.088392735E0,-3.325319588E-1,-6.035327911E0
2.753770792E0,3.584286928E0,-1.314079046E0,-6.835571289E0
2.763754792E0,3.086645603E0,-2.074377537E0,-7.449612141E0
2.773738792E0,2.711330652E0,-2.778644085E0,-7.771655560E0
2.783721792E0,2.397521257E0,-3.467299461E0,-7.970361710E0
2.793705792E0,1.992144823E0,-4.161360264E0,-8.231389999E0
2.803688792E0,1.481622696E0,-4.743654251E0,-8.589802742E0
2.813672792E0,9.198724627E-1,-5.067481995E0,-8.948797226E0
2.823656792E0,4.235494733E-1,-5.283123970E0,-9.184432030E0
2.833639792E0,1.372077316E-1,-5.364109516E0,-9.299490929E0
2.843623792E0,2.964855731E-2,-4.971147537E0,-9.217113495E0
2.853607792E0,-1.174257845E-1,-4.240324497E0,-8.963418961E0
2.863590792E0,-3.211690784E-1,-3.342018604E0,-8.555584908E0
2.873574792E0,-5.083369613E-1,-2.293198824E0,-7.971503258E0
2.883558792E0,-5.442792773E-1,-1.448601127E0,-7.031683445E0
2.893541792E0,-2.032017112E-1,-1.297918677E0,-5.485064507E0
2.903525792E0,7.200384736E-1,-1.867483854E0,-3.262859344E0
2.913508792E0,1.708833098E0,-2.257295847E0,-1.068294048E0
2.923492792E0,2.552480698E0,-1.792850614E0,8.381208181E-1
2.933476792E0,2.665473461E0,-1.011327147E0,2.181314945E0
2.943459792E0,2.386661053E0,-8.837509155E-2,3.078493357E0
2.953443792E0,2.178514719E0,5.146944523E-1,3.765442133E0
2.963427792E0,2.045049906E0,6.943907142E-1,4.302915573E0
2.973410792E0,1.981881022E0,4.764121473E-1,4.717213154E0
2.983394792E0,1.942570329E0,5.301614851E-2,5.045367718E0
2.993378792E0,1.788238525E0,-2.286321819E-1,5.394913197E0
3.003361792E0,1.434385657E0,-2.059247494E-1,5.877014160E0
3.013345792E0,9.463744760E-1,1.985918432E-1,6.523093700E0
3.023328792E0,3.606116474E-1,9.134937525E-1,7.314845085E0
3.033312792E0,-3.048778474E-1,1.832415581E0,8.188494682E0
3.043296792E0,-9.739863873E-1,2.801721096E0,9.101636887E0
3.053279792E0,-1.622825503E0,3.705105782E0,1.006250191E1
3.063263792E0,-2.234703302E0,4.493195057E0,1.106473351E1
3.073247792E0,-2.866475344E0,5.329892635E0,1.206966877E1
3.083230792E0,-3.656219482E0,6.074294567E0,1.288705635E1
3.093214792E0,-4.636590958E0,6.501951218E0,1.332052898E1
3.103198792E0,-5.592741013E0,6.192517757E0,1.312417030E1
3.113181792E0,-6.099625587E0,4.833652020E0,1.198943520E1
3.123165792E0,-5.439531803E0,2.204052210E0,9.345409393E0
3.133148792E0,-3.238415003E0,-3.205877244E-1,5.295683384E0
3.143132792E0,-5.932412744E-1,-1.911015034E0,1.110860586E0
3.153116792E0,1.269277453E0,-2.701843739E0,-2.098498106E0
3.163099792E0,2.304996490E0,-2.897784233E0,-3.979234934E0
3.173083792E0,2.980758190E0,-2.479098797E0,-4.643017292E0
3.183067792E0,3.476146221E0,-1.414182186E0,-4.468710423E0
3.193050792E0,3.714557648E0,1.025412083E-1,-3.937198877E0
3.203034792E0,3.714266539E0,1.486864328E0,-3.398067474E0
3.213018792E0,3.588026047E0,2.592157364E0,-3.177496195E0
3.223001792E0,3.471103668E0,3.361324787E0,-3.339158297E0
3.232985792E0,3.386443377E0,3.714009523E0,-3.750252008E0
3.242968792E0,3.356372833E0,3.599572897E0,-4.389025688E0
